size,price,direction
1200,267200,-1
200,309100,-1
100,306300,1
100,273800,-1
10,5829600,-1
100,267100,1
71,5777200,1
100,5676600,-1
400,5717700,1
1936,272500,1
18,5726200,-1
144,273700,1
100,271700,1
100,5848000,1
100,5844800,1
100,308300,1
100,5654000,1
96,5874100,-1
100,273400,1
19,2214500,-1
4,5681400,-1
917,272100,1
62,5846000,-1
100,304650,1
100,304300,1
16,308700,1
51,5822600,1
100,308500,-1
100,266600,1
2500,269000,1
8,310700,1
200,5653300,1
2300,273400,1
200,303600,-1
100,273100,1
18,5859800,-1
100,5859100,1
100,5839850,1
51,5863200,-1
100,5691500,-1
3500,308300,1
100,5825000,1
100,308600,-1
8,308100,1
90,5815600,-1
100,309000,-1
24,5874000,1
38,5851900,-1
100,5776900,1
100,302700,-1
100,305250,1
38,2242500,1
100,300800,-1
100,308700,-1
84,275000,-1
100,300800,-1
100,5783700,1
95,273000,1
23,5823500,1
100,273500,-1
100,272150,-1
500,271800,-1
100,5857900,1
100,303200,-1
3,2209900,-1
1,5861100,1
4,5762600,-1
67,301300,-1
900,308700,1
3,5825600,-1
100,5873400,-1
200,273900,1
148,310800,-1
800,272300,-1
6,5859600,1
100,5809100,-1
90,5868100,-1
500,268000,-1
100,268300,-1
300,268350,-1
60,5824000,1
100,307500,1
500,301900,-1
98,5786600,-1
100,269400,-1
200,273700,1
100,5780000,-1
100,306900,1
100,302000,-1
100,309300,-1
100,271200,1
1,5848400,1
1000,306900,1
100,272000,1
1,2240700,-1
500,309300,1
700,271900,1
2,5823500,1
200,273500,1
100,307400,-1
18,5778700,-1
200,271700,1
65,5831600,-1
100,2239700,-1
73,5781100,-1
60,266600,1
100,5813100,-1
1500,308000,-1
200,2240000,1
3,5798200,1
99,266900,1
400,307300,1
100,271400,1
140,2207900,1
20,5781200,1
100,302400,1
400,306400,-1
400,269300,-1
100,5740000,-1
100,5797200,1
100,5827500,-1
513,271500,1
10,5834000,1
100,2210500,1
5,5749900,1
100,302900,1
6,2224900,-1
400,268700,-1
100,5655400,-1
49,5640500,1
100,270900,1
100,5783800,-1
100,5860700,-1
157,271300,-1
17,267000,-1
100,302600,1
100,302700,1
100,5812800,1
100,5722300,-1
100,5776700,-1
12,5851100,1
400,268100,-1
100,5682300,-1
100,2213700,-1
4,5721200,-1
5,5873300,-1
100,2206100,1
100,307300,1
400,307100,1
27,308800,-1
7,304500,1
65,5816200,1
1250,304300,-1
84,275000,-1
21,5840000,1
300,301100,1
350,273300,1
100,5858800,1
98,5775400,-1
400,309200,-1
159,271900,-1
1,5654600,1
300,306100,-1
600,304900,1
200,302700,1
95,5751600,1
100,5805000,1
100,2206100,-1
100,306100,-1
1200,307400,-1
194,2241400,1
100,5778300,1
20,5832500,-1
10,273400,1
51,5823900,-1
94,307000,1
200,301000,1
200,309300,1
1000,269300,-1
200,310300,-1
100,5783900,1
5,5696600,-1
1900,301400,1
4,5830800,-1
100,5778200,1
100,301000,-1
136,268500,1
5000,309800,1
400,309000,1
200,275000,1
9,5641000,1
100,266800,-1
100,301500,-1
64,302800,-1
100,273950,1
3,5750700,-1
198,303800,-1
100,266600,1
100,5825900,-1
10,2238600,1
300,269400,1
100,2211100,-1
100,309300,-1
100,5812150,1
100,300950,1
87,2208200,1
100,307400,-1
5,5812100,1
100,2242000,1
83,5655100,1
200,302600,1
71,5832500,-1
100,5799000,1
64,5811500,1
100,5679700,-1
100,308800,1
100,5862100,-1
100,5785800,1
12,5830600,1
1000,271900,-1
20,5641000,1
2,5846700,1
100,5779100,-1
100,273500,-1
100,5643200,-1
1066,301400,-1
200,267200,1
100,307900,-1
100,306450,1
100,5800000,-1
95,5691000,1
200,302800,1
1,5821500,-1
100,308850,1
100,5780200,1
100,268300,-1
400,272700,-1
30,5770400,-1
122,5863300,-1
100,268500,-1
500,308700,1
700,307900,-1
100,273600,1
100,5856600,1
100,5871900,1
36,5831000,1
100,5843000,1
100,2209700,-1
100,2240000,-1
300,269450,1
100,302200,1
400,307300,-1
600,267700,1
100,5782900,-1
447,304400,1
90,5646000,1
577,267900,-1
200,5861800,1
5,2209900,-1
300,271800,-1
100,5780100,1
180,308100,-1
7,5814100,-1
4,5816500,1
500,309400,1
558,271300,1
43,274500,-1
80,5858600,-1
2320,5849350,-1
14,5846800,-1
100,5836400,-1
100,310800,-1
200,301100,1
3,5872500,1
300,301900,1
20,2248900,-1
100,304900,-1
1000,305200,1
100,309400,-1
200,268600,1
8,5795400,-1
71,5879600,1
100,303400,-1
46,5808400,-1
100,304400,-1
95,5671900,-1
199,304800,1
200,274900,1
200,271600,-1
179,304900,1
400,307800,1
67,5825700,1
50,5648100,1
200,310500,1
3,5650100,1
100,303700,-1
23,5778500,1
123,5874600,-1
100,302800,1
100,5642300,-1
288,272100,-1
100,5640200,-1
100,307600,-1
76,309100,1
567,303800,1
100,5796700,1
9,5645300,1
25,5808600,-1
300,274800,1
1400,307400,1
1000,270000,-1
200,266850,-1
6,5819600,-1
21,5824900,-1
44,268300,1
200,310400,-1
700,306000,-1
100,268100,1
46,5642700,-1
200,304700,-1
100,5853700,-1
10,5840000,-1
500,300900,1
100,267200,1
400,267000,1
1100,303500,-1
6,5838300,-1
96,5718500,-1
175,5841800,-1
100,303000,1
44,266800,-1
300,266900,-1
100,306400,-1
200,307000,-1
50,5826600,1
700,271500,-1
88,266850,1
100,310600,1
100,2244300,1
100,273300,1
311,5830900,-1
58,2220000,-1
100,5680400,-1
96,5695100,-1
1200,304000,1
100,309400,-1
20,2212800,1
100,5839900,1
46,5789600,1
100,5729700,-1
1200,307900,1
43,5795400,1
100,306500,1
90,5786900,1
100,301200,1
525,268500,-1
400,271200,1
10,5644700,1
300,301400,-1
100,5838900,-1
100,301350,-1
100,310400,1
400,267000,1
100,5832500,1
194,311000,-1
300,5868650,1
100,269400,1
100,5691600,1
10,5849100,-1
100,301600,-1
100,302900,1
1104,269450,1
47,2208100,1
75,5826200,-1
182,272900,1
8,5864700,-1
100,269050,-1
100,304500,-1
900,267050,-1
60,5751100,1
98,5849100,1
100,271700,1
86,303700,1
20,5779700,1
100,5781500,1
100,267000,-1
100,5786200,-1
100,5865500,1
12,5833100,-1
3442,304600,-1
4,5692000,1
500,302300,1
5,5786400,1
75,5825500,1
200,267600,1
100,266100,1
404,301100,-1
600,303200,-1
200,302900,-1
1082,266900,1
100,5854300,-1
100,309300,-1
500,301400,1
100,5647700,1
500,269000,-1
4600,267950,1
100,301100,-1
400,266800,1
700,306300,1
100,2252800,1
200,309200,-1
50,5841300,1
20,5865700,-1
50,5834700,1
100,5815300,-1
5,5820000,1
100,309200,1
100,301450,1
73,2234500,-1
100,309300,1
200,5850000,-1
100,301200,-1
300,267200,-1
100,5829000,-1
55,272000,-1
100,5779600,1
30,2251200,-1
260,309200,-1
100,301850,1
50,310100,-1
1000,271500,1
100,5830800,-1
413,301000,1
95,5847100,-1
89,267000,1
8,309700,1
9,5816400,1
87,2234600,-1
478,267200,1
3,5852400,-1
100,268000,1
7,2236500,1
43,5863300,1
100,5778500,-1
300,308700,1
100,5858300,1
67,305100,1
100,310800,-1
100,268000,-1
8,5783200,-1
100,5820200,1
84,309700,1
400,309400,-1
100,272100,-1
2500,272200,1
1000,309200,-1
1000,269300,-1
100,5777000,1
14,2249900,-1
100,269400,1
100,271700,1
300,269400,1
300,268550,1
100,5849800,1
8,5786000,-1
207,266900,1
100,302200,-1
6,303000,-1
622,302700,-1
100,274200,1
100,302000,1
100,5855000,-1
100,5754700,1
100,2210900,1
53,5776100,1
200,271200,-1
45,303700,1
64,2207200,1
5,5861300,1
300,5850000,-1
23,2215800,1
100,269200,-1
8,5780900,-1
99,5862000,-1
16,275000,-1
700,267200,-1
337,273500,-1
50,5876000,1
100,5856400,-1
400,268400,-1
200,303200,-1
200,301400,1
100,2237500,1
697,306100,-1
100,5786000,-1
300,301100,-1
100,2226500,-1
100,302200,-1
400,308700,-1
5,5830900,-1
200,269400,1
700,301800,1
50,5839600,1
62,5850100,-1
100,2218600,-1
157,5810800,1
1,5857200,1
100,5812400,1
77,5846900,1
44,5854300,1
8,2239200,1
100,267300,-1
7,302800,1
100,5645900,1
100,301500,-1
30,5780200,1
100,5840200,-1
200,310500,-1
100,267500,-1
100,268000,1
1200,266700,-1
31,2208000,1
600,309600,1
4,309200,-1
100,5852600,1
100,301100,1
100,2226700,-1
100,5778700,1
100,5760200,1
100,5681200,-1
200,5761800,-1
100,304400,1
82,269400,1
40,5831100,1
80,303700,1
77,5757200,1
24,5747700,1
100,5759900,-1
200,308800,-1
1400,266500,-1
100,5757500,-1
100,2245200,1
200,304300,1
2,5849100,-1
100,301300,1
100,307600,1
100,5800900,-1
100,5839700,-1
25,5866100,-1
97,5642500,-1
723,5806200,-1
200,301800,-1
100,272100,-1
100,268200,1
93,2235000,1
100,5872700,1
20,2226200,-1
100,302200,-1
200,273800,-1
100,309700,1
200,5640000,-1
12,5806200,1
100,271400,-1
100,5849700,1
200,267000,1
100,5862400,1
24,5780200,-1
100,2224700,-1
8,5846300,1
33,5823900,1
100,269100,-1
200,267100,-1
310,300700,-1
8,2255400,-1
50,5825700,1
800,304100,1
9,5808000,1
18,5863600,-1
100,5782700,1
100,302800,-1
483,307600,1
44,303600,-1
100,273900,1
218,309000,-1
400,267050,1
43,5858800,1
15,5821600,-1
50,5840800,1
4,2256000,-1
200,308200,-1
16,275000,-1
100,5783200,-1
25,5837700,1
100,266900,1
60,5782300,1
100,5722500,1
100,301000,1
100,268300,1
100,5849400,1
80,5855500,1
600,268300,1
100,307700,-1
303,5865300,-1
66,304500,1
791,269300,-1
100,5837700,1
1,5861200,-1
4,5795600,1
819,301400,-1
300,271500,1
300,5799000,1
10,5871000,-1
100,5866500,1
100,5830700,1
100,307600,1
37,5775300,-1
200,5879500,-1
400,308300,1
69,301500,-1
200,268000,-1
100,269400,-1
100,5868400,1
308,301000,1
100,5872100,1
49,5812700,1
95,5781500,1
16,5650800,-1
100,5654600,1
300,300700,-1
46,5861600,-1
1,5724500,-1
100,309100,1
21,306000,1
131,5857700,-1
103,5753600,1
100,304700,-1
100,2226700,1
100,301900,1
56,5797500,1
100,304500,1
100,5667400,-1
8,5748300,-1
600,301000,-1
100,5721000,1
300,307900,-1
200,2207500,1
100,305000,-1
900,304100,-1
100,302200,1
100,5849600,1
300,309400,1
27,300900,1
100,303700,1
1500,271300,-1
100,303600,1
41,273650,-1
200,5864400,-1
100,267000,1
100,303000,-1
100,5673000,1
281,5812000,-1
200,266600,-1
54,267700,-1
267,309200,-1
56,306000,1
100,275000,-1
100,272900,-1
100,268400,-1
100,271500,1
1,5761100,1
100,303100,1
74,2239400,-1
600,268000,1
100,275300,-1
300,269400,-1
100,268300,-1
100,266900,1
10,5862600,1
100,268400,-1
4,5778600,-1
1000,269700,1
100,309700,1
100,271400,-1
100,268800,1
12,273600,1
1,5672800,1
100,309200,1
100,301800,1
50,5831100,1
100,5783100,1
400,306700,-1
100,304500,-1
100,273700,1
700,301400,-1
494,307100,-1
118,5830500,1
100,2215400,1
67,2214000,1
100,5848600,-1
100,308800,-1
100,304600,-1
100,269450,-1
300,266550,-1
5,5858200,-1
100,5829700,-1
100,2212600,-1
200,309200,1
100,5792800,1
100,5648800,-1
700,309000,1
100,266900,1
100,301100,1
600,269300,1
100,268550,-1
100,273800,-1
100,304600,1
200,267200,1
122,308500,-1
3,5842000,1
100,273100,-1
45,5853300,-1
100,272250,1
11,5862100,1
48,5786900,-1
8,5650800,-1
100,268900,1
100,301800,1
200,5859000,1
100,5679200,1
85,5862000,1
100,301000,-1
333,307800,-1
93,5782400,1
146,5853700,-1
99,5830900,1
100,269400,-1
1900,307950,1
300,5795300,1
100,269300,1
50,5778400,1
100,5765200,1
52,2209000,1
100,5778600,1
100,309000,-1
100,267200,-1
100,5853700,-1
86,5864400,-1
100,305000,1
50,5836400,1
100,5858000,1
100,301500,1
100,268300,1
100,5777900,1
171,272100,-1
16,2234000,-1
1,5850100,1
200,306700,-1
1,5842000,-1
200,310500,1
8,5820900,-1
40,304800,-1
400,5830000,1
100,302500,-1
56,5782600,1
100,301500,1
200,5652500,1
2,5805900,-1
6,309700,1
100,304750,-1
2,2225200,-1
100,306400,-1
100,2239600,-1
1000,301900,1
33,5811800,1
5,5642200,1
62,5645000,1
645,271500,1
8,5830000,1
100,5718600,-1
100,5864700,-1
100,266500,1
5,5793000,1
100,270000,-1
100,5819800,-1
400,5677000,1
100,266500,1
300,309200,1
37,5650300,1
8,2208100,-1
30,5828700,1
50,5804900,-1
200,267200,1
200,301000,1
3300,269500,1
3,2219400,1
63,5872200,1
100,303500,1
100,5646600,1
50,5791800,1
100,268000,1
100,301050,1
100,306700,-1
100,5830900,-1
300,273300,-1
200,305300,-1
100,304200,-1
3,5642300,-1
25,5775700,1
100,272200,-1
200,307200,1
200,271750,1
142,5775600,-1
50,5830000,1
200,268000,1
44,5857000,-1
34,5717700,1
100,300700,-1
100,5813600,-1
143,5835350,1
100,302050,-1
1105,269700,1
482,303300,1
9,268300,1
52,301400,1
100,2220000,1
100,308800,1
300,266200,-1
100,275000,1
1,2206700,1
100,5847000,1
35,266500,1
33,304700,1
90,5752000,1
100,304400,-1
68,5762500,-1
58,5819900,-1
100,309800,1
37,5828700,1
502,303500,1
100,5779300,-1
200,274700,1
200,267200,1
17,5845200,1
200,309400,1
100,272900,-1
100,2210500,1
700,273600,-1
100,2236300,-1
100,267150,-1
100,5666000,1
200,268200,1
100,266900,1
100,266900,1
100,273200,1
100,5781000,-1
100,2205400,1
100,310700,-1
98,5826500,1
100,5873600,-1
200,273900,-1
100,5673700,-1
900,267000,1
93,5810700,-1
502,304300,1
500,267100,1
300,268900,1
100,2206000,1
87,5785300,1
76,271800,1
81,309000,-1
400,304300,1
600,302000,-1
100,302600,1
200,311200,1
200,309500,-1
200,5862000,1
100,5840800,-1
50,5848700,-1
200,5865500,-1
8,2214900,-1
100,5855000,-1
100,5650300,-1
100,5779300,1
54,274500,1
400,303100,1
164,305800,1
3600,303600,-1
1100,301300,1
95,5792800,-1
100,307700,1
15,5819400,-1
200,304500,1
500,307500,1
1,5869000,-1
600,266650,1
1000,274200,-1
330,304400,1
3,5776900,1
100,5645600,1
500,302000,-1
100,308800,1
20,5833600,-1
600,303700,1
500,307700,1
100,266600,-1
1000,302700,1
10,5777800,1
300,305400,-1
100,267950,1
90,308700,1
1000,307700,1
100,5830400,1
100,271600,1
200,301800,1
100,275000,-1
200,266400,1
100,5778400,1
135,272200,1
60,5646000,-1
88,5691300,-1
100,267300,-1
300,303700,-1
100,2243500,1
65,302800,1
1,5637800,1
18,5860000,1
1029,273200,-1
100,309000,1
13,5823900,1
800,304100,-1
100,2237600,-1
100,2234100,1
900,304200,-1
50,266550,1
300,5822000,1
100,274900,1
194,308900,-1
500,270400,1
200,303600,-1
100,5798900,-1
226,273500,-1
100,268500,1
90,5800000,1
100,5867000,-1
100,273800,-1
50,5868600,1
100,267050,1
100,301100,-1
100,310000,-1
404,309100,-1
10,5779800,1
200,2207400,-1
200,2259000,1
300,268300,1
1,5825700,1
100,304700,1
100,268000,-1
4,307800,1
100,308800,1
200,305250,1
25,5855000,1
100,275000,-1
100,307000,1
100,302800,1
100,5835300,-1
646,305900,-1
200,269400,-1
2,5759100,1
200,305100,-1
8,5841500,-1
300,301400,-1
4,2208600,-1
200,5777900,-1
75,5866100,1
100,5821500,1
100,268000,1
6,5832400,-1
100,5779900,1
200,269400,1
100,306000,-1
2,5653600,1
700,273400,1
2,5826400,1
90,5641500,-1
100,303300,-1
83,5806400,-1
300,269800,1
100,306500,1
100,308800,1
100,274900,-1
100,269000,-1
34,2211400,1
100,304500,1
1000,274200,-1
58,304400,1
82,2232500,-1
100,5826700,-1
500,273300,-1
100,2224700,-1
400,301000,-1
10,5779100,1
100,5848500,1
100,5868900,1
100,303700,-1
20,5647900,1
25,2211500,-1
100,5854700,1
700,272500,-1
100,301900,-1
100,310100,-1
100,268300,1
99,2242600,-1
100,305200,1
200,309100,1
20,2211200,-1
71,2207700,-1
100,308700,-1
300,268300,1
8,5783700,-1
14,5728900,-1
700,306300,1
1,5752700,1
5,5775100,-1
177,5811200,-1
180,2207400,-1
72,5776900,1
100,266950,-1
100,266700,1
300,306400,-1
4,5798400,-1
15,301200,-1
143,5780100,1
100,2223900,1
200,307700,-1
600,306700,-1
100,301050,-1
64,5710400,-1
100,302700,1
100,266700,1
100,5696700,-1
100,301700,1
3,5853300,1
100,301150,-1
2500,301100,1
80,5828300,1
1000,301400,1
100,5677100,-1
50,5856200,1
200,273900,-1
100,5777700,1
10,5861900,1
1,5830000,1
5,5876700,1
200,5879000,-1
12,5757200,-1
100,5782000,1
22,5847200,1
25,5799500,1
2,5853900,-1
3,5676900,-1
1800,271900,1
23,304100,1
4,5700100,-1
600,307400,1
100,273300,1
44,267100,-1
200,2242000,1
100,5860100,1
100,266800,1
100,268100,1
3,5723100,-1
100,274100,-1
300,5776800,1
2,5818300,1
15,5742500,1
65,302100,-1
100,272500,-1
71,5638400,-1
200,301150,-1
28,5797800,1
200,301400,-1
100,266700,-1
100,274200,1
269,267250,1
200,310300,-1
100,274600,1
100,5759000,1
200,302700,-1
100,5847200,1
29,5785400,1
100,2226400,1
100,272400,1
200,272000,1
80,5800500,1
1,5825800,-1
100,303500,1
13,271700,-1
193,275000,-1
200,302800,-1
200,269200,-1
100,301750,-1
100,308300,-1
8,5784400,-1
400,273700,-1
200,310800,1
100,5787400,1
375,5830600,1
100,269600,-1
800,272600,-1
100,300700,-1
1,5779400,1
90,302200,1
100,271600,1
400,309300,1
73,267000,-1
1000,269400,-1
100,303400,-1
300,301500,-1
100,5778200,1
200,302700,1
200,269700,1
13,5854800,1
8,5843300,-1
100,304400,-1
100,266500,1
100,301100,1
100,5780400,1
200,5835000,-1
78,5780300,1
314,269500,1
7,5780500,-1
100,266500,1
40,5811800,-1
100,5856300,-1
18,5845900,1
1000,309300,1
500,269400,1
200,5831000,1
100,268100,1
10,5696400,1
90,5776600,1
89,5851600,1
92,2216900,-1
63,5836300,-1
100,5660200,-1
300,308700,1
200,305000,1
200,309400,1
100,303600,-1
172,301100,1
100,305900,1
53,5830500,1
100,303400,-1
100,271950,-1
65,2210200,-1
500,302300,1
10,5779700,1
200,308700,1
100,302250,1
100,302700,-1
50,5856800,-1
100,306900,-1
100,268400,-1
100,5856100,-1
20,2226900,1
216,301700,1
18,2209000,1
100,271900,1
100,267000,-1
34,5775000,1
100,5827900,-1
30,5848900,1
657,310700,1
1200,5783500,1
100,308650,1
274,5842300,1
10,269400,1
1,301200,1
100,273900,1
100,5646900,1
116,267000,1
1383,308800,-1
15,5742600,1
100,2220000,1
302,269200,1
13,5823100,-1
100,267000,1
150,5696500,1
700,308900,-1
19,5783500,-1
700,308700,-1
100,5750100,1
8,5781900,-1
100,304100,1
90,2217500,1
500,266900,-1
100,5813600,-1
8,5843400,-1
400,309400,-1
20,5868500,-1
200,309000,-1
20,5641000,1
97,5676600,-1
15,5832800,-1
200,274800,-1
400,272400,-1
100,310100,-1
100,2210000,-1
30,2238600,1
100,5817600,1
100,306500,1
100,274500,-1
100,308900,1
100,2239400,-1
100,306100,-1
198,302200,-1
400,5649000,1
235,268300,1
100,269300,-1
1200,308700,1
200,266500,-1
100,302600,1
100,301400,1
1,5672400,1
100,272600,-1
100,274100,1
100,308900,1
8,275000,1
100,301500,-1
161,310800,-1
100,272000,-1
200,310100,-1
34,5857800,-1
93,274400,1
97,5799300,-1
20,2208100,-1
100,267000,1
100,2208300,-1
1,5852700,-1
100,306000,1
10,2215200,-1
25,269600,-1
100,308900,1
1,301250,-1
200,309800,-1
99,5852700,1
9,274500,1
100,273300,1
50,5796200,1
100,267000,1
100,5854600,1
93,5641800,-1
88,5674300,1
200,269100,1
16,5778600,-1
200,267700,-1
100,5775100,-1
4,5817700,1
100,307700,-1
4,2212200,-1
90,2243200,1
100,301100,-1
500,5807000,1
100,273400,1
100,271200,1
100,303700,-1
400,268200,1
100,268500,-1
1,2233600,1
7,308300,-1
200,273400,1
1,2248000,1
224,266900,-1
100,266700,-1
8,5816700,-1
25,5877800,-1
100,5810900,1
100,301500,1
5,5847500,1
1,5689200,-1
100,274900,-1
100,5812800,-1
46,307600,1
100,268000,-1
93,269900,-1
200,2206500,-1
100,5783000,1
100,5819000,-1
200,308600,1
100,266750,-1
100,267400,-1
20,5810000,1
100,5840500,1
100,268100,1
100,266700,1
100,2243450,-1
3,5848600,-1
12,2215600,1
100,5826200,-1
400,305900,-1
14,2227100,-1
20,2207800,-1
100,306000,-1
400,272000,-1
100,5872000,1
3,5853200,1
40,5653800,-1
100,307600,-1
92,5783500,1
700,300700,-1
100,5861900,-1
977,273200,-1
700,301900,-1
7,5811100,1
100,309100,-1
100,301900,-1
99,5648500,1
20,5766100,1
600,301900,-1
1900,267600,-1
91,268100,1
80,5872000,-1
13,5817600,1
10,5777400,1
75,5790000,-1
100,5667900,-1
100,5850900,-1
100,266900,-1
100,303000,1
200,302300,-1
100,5871400,1
80,2206900,1
100,275600,-1
50,5827900,-1
578,305000,1
200,310500,1
400,310800,-1
100,5863400,-1
400,270000,-1
300,309100,1
100,5778600,1
100,5784900,-1
20,2212300,-1
100,5775200,1
100,5858200,-1
82,268500,1
100,275600,-1
38,5850100,-1
24,266100,1
22,5776600,1
134,268100,1
100,304900,-1
100,5851900,1
50,5850900,1
100,308100,-1
200,304800,1
159,308900,1
100,5813300,-1
500,303600,1
16,5866300,-1
3,5776400,-1
500,266600,-1
164,302100,1
1000,301100,1
100,5855400,-1
1200,303300,-1
7,5831000,-1
74,308800,-1
2,5844700,1
100,273200,1
100,303900,-1
4,5860400,1
8,5650500,1
510,271500,1
95,5866000,1
48,5776600,1
900,271500,1
100,268350,-1
447,267000,-1
290,5840200,-1
5,5682900,-1
400,307600,-1
100,5841700,-1
3,5723000,-1
1800,305100,1
100,302700,-1
200,303700,1
69,2246800,-1
291,305900,-1
25,5692200,-1
35,304400,1
30,2213000,1
181,5871100,1
1100,307400,1
186,5678500,-1
86,5839200,-1
8,5798000,-1
110,5805550,-1
200,271600,1
13,5796800,-1
800,309200,-1
2,5645900,1
280,275200,1
1,5681500,-1
476,304300,-1
90,5756000,-1
400,274800,1
5,5800000,1
100,2209100,1
100,304500,1
100,274800,1
14,5818300,1
64,5785800,-1
200,306500,1
400,271400,1
635,307800,-1
4,5815300,1
100,304700,-1
100,5835200,1
138,267100,-1
100,267400,1
133,5845700,-1
200,273200,1
17,5858400,-1
145,5852200,1
700,303100,-1
100,301100,-1
300,268100,1
200,302200,-1
3,5723800,-1
28,5775300,1
100,302600,1
200,308700,-1
33,302900,1
100,5854900,-1
100,5804900,1
500,307500,1
400,309700,-1
23,5757200,1
100,303500,-1
100,5778600,1
100,5722600,-1
100,5649800,-1
100,268150,1
100,271500,-1
300,2210900,1
100,273300,1
100,5756100,1
1,2244900,-1
100,267050,1
90,5755700,1
100,273800,-1
100,5785400,-1
20,5852200,-1
100,307800,-1
100,268050,-1
100,5813300,-1
400,267250,-1
137,304400,-1
200,274200,1
50,5857500,1
31,5829400,1
400,275500,-1
60,2223000,1
200,304200,-1
59,5857700,1
100,5814200,-1
86,2235900,-1
108,303100,1
2,5653400,1
200,309900,-1
222,269500,-1
100,307600,1
2,5849100,-1
100,5776400,1
100,271500,1
3,273600,-1
100,301400,1
100,266800,1
97,5864700,-1
75,5776100,-1
100,269400,1
100,308950,1
100,5826800,-1
100,5848950,1
100,5830100,-1
600,272900,1
100,269200,1
100,5778700,-1
100,2240000,-1
4,2208200,-1
100,5839400,1
1,5845400,-1
100,266950,1
100,302900,-1
6,5825800,-1
71,5812800,-1
11,5757400,-1
400,269000,-1
12,5847100,1
100,309200,-1
100,273100,1
100,275800,-1
1200,309200,-1
80,5839900,1
59,5794200,1
56,5647600,1
100,272100,1
100,271550,1
200,2239600,-1
100,2213300,-1
1200,271800,1
196,5828400,1
97,5772200,-1
10,5665000,1
5,2236700,-1
300,306000,-1
200,5752450,-1
100,5814200,-1
67,2214000,1
200,266500,1
62,5783400,1
100,304300,-1
500,301700,1
100,269100,-1
100,266500,1
300,271300,-1
80,5781600,1
100,268300,1
200,309500,1
100,5811500,1
100,5772200,-1
1500,267000,-1
100,304500,-1
200,271500,1
200,267200,1
8,5864200,1
300,268600,-1
100,268300,1
100,5778200,-1
100,301250,1
100,272200,-1
500,310000,-1
200,274100,1
2204,272100,-1
100,274500,-1
45,2206000,-1
50,5784200,1
100,5809800,-1
300,308200,1
100,268100,1
100,5759500,1
141,2246200,1
4,5725000,1
100,5841400,1
100,273700,1
100,271200,1
90,5792800,1
42,273300,1
3,5676700,-1
24,2244800,1
100,5841100,1
100,5785200,-1
3,5804100,1
100,5775700,1
93,2209100,-1
482,5839900,1
2,2218800,-1
100,268000,1
100,5860200,-1
13,5650100,-1
23,5642300,-1
149,266600,1
376,2247000,-1
200,2234000,-1
37,5698300,1
1000,301100,-1
100,5796500,-1
612,307300,-1
64,5726300,1
100,5775000,-1
80,5657500,1
200,268000,-1
37,273300,1
100,269600,-1
100,304200,-1
200,271500,1
100,5865000,-1
400,266950,1
171,2236200,-1
39,273400,1
100,5790700,-1
22,5851600,1
100,5778400,1
8,5796500,-1
100,5652100,-1
182,268300,1
63,2238500,1
99,5814000,-1
900,301100,1
200,303000,1
49,5775600,-1
100,5800000,1
200,274500,1
100,5690100,1
100,307300,-1
284,309200,1
100,273500,-1
100,5783600,-1
16,5800000,-1
66,5756200,1
100,301300,-1
8,5777300,-1
100,2211500,1
2,2219700,1
100,5643200,1
100,303800,1
400,308700,1
900,301700,1
100,303400,-1
100,5870500,-1
59,5826000,1
33,5848900,-1
100,2212600,1
5,5758800,-1
27,304600,1
33,307900,1
43,5830000,1
71,5720000,-1
200,301600,-1
100,5679700,-1
381,302200,1
427,306500,1
100,301800,1
18,5829300,-1
100,5780200,-1
700,308600,-1
100,266700,-1
6,5863100,-1
95,2219100,1
100,5856400,1
4,5800000,1
900,301400,1
100,271400,1
100,5645300,-1
56,2208900,1
100,5820100,-1
100,5674600,1
100,302200,-1
200,273100,1
100,303000,-1
100,2239600,1
19,273200,-1
100,273300,1
100,5661100,-1
100,274500,1
100,5877300,-1
100,308100,-1
100,301500,1
100,2218200,-1
49,5826700,1
600,301500,1
100,270500,-1
100,309000,1
200,5846200,1
11,5762700,1
100,303650,1
100,5814750,-1
3,5780500,1
100,303900,-1
100,303100,-1
100,2210500,-1
400,273200,-1
700,306000,-1
700,311300,1
100,5824400,1
134,5801000,-1
10,2209000,1
100,5839600,1
600,302000,1
2000,266100,1
723,273200,-1
300,301350,1
100,5865300,-1
300,308500,1
60,2209800,-1
100,274400,1
10,5827300,-1
4,5755100,-1
100,5821900,-1
1000,269550,-1
100,301100,-1
20,5776000,1
1,5814100,-1
87,5800900,1
460,5776700,1
100,5778800,-1
100,5816500,1
700,268100,1
100,2210000,-1
3,5638500,1
400,275500,-1
200,5777000,1
13,5817600,1
4,5825000,-1
100,306000,1
300,267200,-1
11,5754800,-1
300,304500,1
500,301400,1
15,5841000,-1
200,308700,1
100,271400,1
25,5811900,-1
100,5876200,-1
100,302900,1
3,5677200,-1
100,266250,-1
100,2224800,1
99,5680200,-1
30,5859800,-1
2,5659800,-1
17,2240200,-1
4,2235900,1
100,267200,-1
100,307350,-1
60,5869700,-1
100,273400,1
100,5777600,1
100,301200,1
100,5835500,1
200,5830500,-1
100,266100,1
100,273200,-1
100,5784300,1
177,273800,-1
15,5789200,-1
200,275000,1
100,5813100,1
64,301500,1
700,303100,1
100,307600,1
600,301200,1
50,309000,1
18,267900,-1
2,5829200,1
50,2244000,-1
19,2234400,-1
4,5864900,-1
100,266800,1
100,310100,-1
